Meses,Producto,Region,Año,Valor
Septiembre,Leche esterilizada entera (Litros),Los Ríos,2015,4369421
Octubre,Leche esterilizada entera (Litros),Los Ríos,2015,4139191
Noviembre,Leche esterilizada entera (Litros),Los Ríos,2015,5309856
Diciembre,Leche esterilizada entera (Litros),Los Ríos,2015,3933091
Enero,Leche esterilizada entera (Litros),Los Lagos,2015,0
Febrero,Leche esterilizada entera (Litros),Los Lagos,2015,0
Marzo,Leche esterilizada entera (Litros),Los Lagos,2015,0
Abril,Leche esterilizada entera (Litros),Los Lagos,2015,0
Mayo,Leche esterilizada entera (Litros),Los Lagos,2015,0
Junio,Leche esterilizada entera (Litros),Los Lagos,2015,0
Julio,Leche esterilizada entera (Litros),Los Lagos,2015,0
Agosto,Leche esterilizada entera (Litros),Los Lagos,2015,0
Septiembre,Leche esterilizada entera (Litros),Los Lagos,2015,0
Octubre,Leche esterilizada entera (Litros),Los Lagos,2015,0
Noviembre,Leche esterilizada entera (Litros),Los Lagos,2015,0
Diciembre,Leche esterilizada entera (Litros),Los Lagos,2015,0
Enero,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Febrero,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Marzo,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Abril,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Mayo,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Junio,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Julio,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Agosto,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Septiembre,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Octubre,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Noviembre,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Diciembre,Leche esterilizada semidescremada (Litros),La Araucanía,2015,0
Enero,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Febrero,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Marzo,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Abril,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Mayo,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Junio,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Julio,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Agosto,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Septiembre,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Octubre,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Noviembre,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Diciembre,Leche esterilizada semidescremada (Litros),Los Lagos,2015,0
Enero,Leche evaporada (Kilos),Los Lagos,2015,0
Febrero,Leche evaporada (Kilos),Los Lagos,2015,0
Marzo,Leche evaporada (Kilos),Los Lagos,2015,0
Abril,Leche evaporada (Kilos),Los Lagos,2015,0
Mayo,Leche evaporada (Kilos),Los Lagos,2015,0
Junio,Leche evaporada (Kilos),Los Lagos,2015,0
Julio,Leche evaporada (Kilos),Los Lagos,2015,0
Agosto,Leche evaporada (Kilos),Los Lagos,2015,0
Septiembre,Leche evaporada (Kilos),Los Lagos,2015,0
Octubre,Leche evaporada (Kilos),Los Lagos,2015,0
Noviembre,Leche evaporada (Kilos),Los Lagos,2015,0
Diciembre,Leche evaporada (Kilos),Los Lagos,2015,0
Enero,Leche modificada (Kilos),Biobío,2015,0
Febrero,Leche modificada (Kilos),Biobío,2015,0
Marzo,Leche modificada (Kilos),Biobío,2015,0
Abril,Leche modificada (Kilos),Biobío,2015,0
Mayo,Leche modificada (Kilos),Biobío,2015,0
Junio,Leche modificada (Kilos),Biobío,2015,0
Julio,Leche modificada (Kilos),Biobío,2015,0
Agosto,Leche modificada (Kilos),Biobío,2015,0
Septiembre,Leche modificada (Kilos),Biobío,2015,0
Octubre,Leche modificada (Kilos),Biobío,2015,0
Noviembre,Leche modificada (Kilos),Biobío,2015,0
Diciembre,Leche modificada (Kilos),Biobío,2015,0
Enero,Leche modificada (Kilos),La Araucanía,2015,0
Febrero,Leche modificada (Kilos),La Araucanía,2015,0
Marzo,Leche modificada (Kilos),La Araucanía,2015,0
Abril,Leche modificada (Kilos),La Araucanía,2015,0
Mayo,Leche modificada (Kilos),La Araucanía,2015,0
Junio,Leche modificada (Kilos),La Araucanía,2015,0
Julio,Leche modificada (Kilos),La Araucanía,2015,0
Agosto,Leche modificada (Kilos),La Araucanía,2015,0
Septiembre,Leche modificada (Kilos),La Araucanía,2015,0
Octubre,Leche modificada (Kilos),La Araucanía,2015,0
Noviembre,Leche modificada (Kilos),La Araucanía,2015,0
Diciembre,Leche modificada (Kilos),La Araucanía,2015,0
Enero,Leche modificada (Kilos),Los Lagos,2015,0
Febrero,Leche modificada (Kilos),Los Lagos,2015,0
Marzo,Leche modificada (Kilos),Los Lagos,2015,0
Abril,Leche modificada (Kilos),Los Lagos,2015,0
Mayo,Leche modificada (Kilos),Los Lagos,2015,0
Junio,Leche modificada (Kilos),Los Lagos,2015,0
Julio,Leche modificada (Kilos),Los Lagos,2015,0
Agosto,Leche modificada (Kilos),Los Lagos,2015,0
Septiembre,Leche modificada (Kilos),Los Lagos,2015,0
Octubre,Leche modificada (Kilos),Los Lagos,2015,0
Noviembre,Leche modificada (Kilos),Los Lagos,2015,0
Diciembre,Leche modificada (Kilos),Los Lagos,2015,0
Enero,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,211570
Febrero,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,226000
Marzo,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,172820
Abril,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,221410
Mayo,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,172430
Junio,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,1463010
Julio,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,1501490
Agosto,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,1698600
Septiembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,1630990
Octubre,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,1649350
Noviembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,1812690
Diciembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Metropolitana,2015,1515420
Enero,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Febrero,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Marzo,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Abril,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Mayo,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Junio,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Julio,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Agosto,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Septiembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Octubre,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Noviembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Diciembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Biobío,2015,0
Enero,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Febrero,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Marzo,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Abril,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Mayo,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Junio,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Julio,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Agosto,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Septiembre,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Octubre,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Noviembre,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Diciembre,"Leche pasteurizada 2,5 % m.g. (Litros)",La Araucanía,2015,0
Enero,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Febrero,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Marzo,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Abril,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Mayo,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Junio,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Julio,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Agosto,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Septiembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Octubre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Noviembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Diciembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Ríos,2015,0
Enero,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Febrero,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Marzo,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Abril,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Mayo,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Junio,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Julio,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Agosto,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Septiembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Octubre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Noviembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Diciembre,"Leche pasteurizada 2,5 % m.g. (Litros)",Los Lagos,2015,0
Enero,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Febrero,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Marzo,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Abril,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Mayo,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Junio,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Julio,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Agosto,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Septiembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Octubre,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Noviembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Diciembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Metropolitana,2015,0
Enero,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,0
Febrero,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,0
Marzo,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,0
Abril,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,0
Mayo,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,0
Junio,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,0
Julio,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,0
Agosto,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,46011
Septiembre,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,85238
Octubre,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,8706
Noviembre,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,0
Diciembre,"Leche pasteurizada 3,0 % m.g. (Litros)",La Araucanía,2015,11000
Enero,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Febrero,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Marzo,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Abril,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Mayo,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Junio,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Julio,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Agosto,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Septiembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Octubre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Noviembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Diciembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Ríos,2015,0
Enero,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Febrero,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Marzo,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Abril,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Mayo,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Junio,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Julio,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Agosto,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Septiembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Octubre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Noviembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Diciembre,"Leche pasteurizada 3,0 % m.g. (Litros)",Los Lagos,2015,0
Enero,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Febrero,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Marzo,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Abril,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Mayo,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Junio,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Julio,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Agosto,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Septiembre,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Octubre,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Noviembre,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Diciembre,Leche pasteurizada descremada (Litros),Metropolitana,2015,0
Enero,Leche pasteurizada descremada (Litros),La Araucanía,2015,257095
Febrero,Leche pasteurizada descremada (Litros),La Araucanía,2015,215421
Marzo,Leche pasteurizada descremada (Litros),La Araucanía,2015,0
Abril,Leche pasteurizada descremada (Litros),La Araucanía,2015,646534
Mayo,Leche pasteurizada descremada (Litros),La Araucanía,2015,475357
Junio,Leche pasteurizada descremada (Litros),La Araucanía,2015,89255
Julio,Leche pasteurizada descremada (Litros),La Araucanía,2015,0
Agosto,Leche pasteurizada descremada (Litros),La Araucanía,2015,0
Septiembre,Leche pasteurizada descremada (Litros),La Araucanía,2015,24453
Octubre,Leche pasteurizada descremada (Litros),La Araucanía,2015,91584
Noviembre,Leche pasteurizada descremada (Litros),La Araucanía,2015,125015
Diciembre,Leche pasteurizada descremada (Litros),La Araucanía,2015,159594
Enero,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Febrero,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Marzo,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Abril,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Mayo,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Junio,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Julio,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Agosto,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Septiembre,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Octubre,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Noviembre,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Diciembre,Leche pasteurizada descremada (Litros),Los Lagos,2015,0
Enero,Manjar (Kilos),Metropolitana,2015,375750
Febrero,Manjar (Kilos),Metropolitana,2015,426750
Marzo,Manjar (Kilos),Metropolitana,2015,431330
Abril,Manjar (Kilos),Metropolitana,2015,444240
Mayo,Manjar (Kilos),Metropolitana,2015,386660
Junio,Manjar (Kilos),Metropolitana,2015,450690
Julio,Manjar (Kilos),Metropolitana,2015,550930
Agosto,Manjar (Kilos),Metropolitana,2015,491270
Septiembre,Manjar (Kilos),Metropolitana,2015,26890
Octubre,Manjar (Kilos),Metropolitana,2015,25360
Noviembre,Manjar (Kilos),Metropolitana,2015,28460
Diciembre,Manjar (Kilos),Metropolitana,2015,29430
Enero,Manjar (Kilos),Biobío,2015,1189885
Febrero,Manjar (Kilos),Biobío,2015,1037145
Marzo,Manjar (Kilos),Biobío,2015,1041295
Abril,Manjar (Kilos),Biobío,2015,1040785
Mayo,Manjar (Kilos),Biobío,2015,1057875
Junio,Manjar (Kilos),Biobío,2015,451950
Julio,Manjar (Kilos),Biobío,2015,1469364
Agosto,Manjar (Kilos),Biobío,2015,1212750
Septiembre,Manjar (Kilos),Biobío,2015,1602169
Octubre,Manjar (Kilos),Biobío,2015,1726472
Noviembre,Manjar (Kilos),Biobío,2015,1293762
Diciembre,Manjar (Kilos),Biobío,2015,1185822
Enero,Manjar (Kilos),La Araucanía,2015,0
Febrero,Manjar (Kilos),La Araucanía,2015,0
Marzo,Manjar (Kilos),La Araucanía,2015,0
Abril,Manjar (Kilos),La Araucanía,2015,0
Mayo,Manjar (Kilos),La Araucanía,2015,0
Junio,Manjar (Kilos),La Araucanía,2015,0
Julio,Manjar (Kilos),La Araucanía,2015,0
Agosto,Manjar (Kilos),La Araucanía,2015,0
Septiembre,Manjar (Kilos),La Araucanía,2015,0
Octubre,Manjar (Kilos),La Araucanía,2015,0
Noviembre,Manjar (Kilos),La Araucanía,2015,0
Diciembre,Manjar (Kilos),La Araucanía,2015,0
Enero,Manjar (Kilos),Los Ríos,2015,458830
Febrero,Manjar (Kilos),Los Ríos,2015,678413
Marzo,Manjar (Kilos),Los Ríos,2015,780409
Abril,Manjar (Kilos),Los Ríos,2015,696568
Mayo,Manjar (Kilos),Los Ríos,2015,925128
Junio,Manjar (Kilos),Los Ríos,2015,878294
Julio,Manjar (Kilos),Los Ríos,2015,872622
Agosto,Manjar (Kilos),Los Ríos,2015,981824
Septiembre,Manjar (Kilos),Los Ríos,2015,936855
Octubre,Manjar (Kilos),Los Ríos,2015,894749
Noviembre,Manjar (Kilos),Los Ríos,2015,800243
Diciembre,Manjar (Kilos),Los Ríos,2015,860450
Enero,Manjar (Kilos),Los Lagos,2015,247102
Febrero,Manjar (Kilos),Los Lagos,2015,329264
Marzo,Manjar (Kilos),Los Lagos,2015,228568
Abril,Manjar (Kilos),Los Lagos,2015,369506
Mayo,Manjar (Kilos),Los Lagos,2015,415364
Junio,Manjar (Kilos),Los Lagos,2015,382224
Julio,Manjar (Kilos),Los Lagos,2015,379078
Agosto,Manjar (Kilos),Los Lagos,2015,476302
Septiembre,Manjar (Kilos),Los Lagos,2015,280464
Octubre,Manjar (Kilos),Los Lagos,2015,360538
Noviembre,Manjar (Kilos),Los Lagos,2015,355568
Diciembre,Manjar (Kilos),Los Lagos,2015,222930
Enero,Mantequilla (Kilos),Metropolitana,2015,13300
Febrero,Mantequilla (Kilos),Metropolitana,2015,14000
Marzo,Mantequilla (Kilos),Metropolitana,2015,15350
Abril,Mantequilla (Kilos),Metropolitana,2015,17350
Mayo,Mantequilla (Kilos),Metropolitana,2015,11050
Junio,Mantequilla (Kilos),Metropolitana,2015,13425
Julio,Mantequilla (Kilos),Metropolitana,2015,3775
Agosto,Mantequilla (Kilos),Metropolitana,2015,3775
Septiembre,Mantequilla (Kilos),Metropolitana,2015,17400
Octubre,Mantequilla (Kilos),Metropolitana,2015,74385
Noviembre,Mantequilla (Kilos),Metropolitana,2015,70678
Diciembre,Mantequilla (Kilos),Metropolitana,2015,69770
Enero,Mantequilla (Kilos),Ñuble,2015,0
Febrero,Mantequilla (Kilos),Ñuble,2015,0
Marzo,Mantequilla (Kilos),Ñuble,2015,0
Abril,Mantequilla (Kilos),Ñuble,2015,0
Mayo,Mantequilla (Kilos),Ñuble,2015,0
Junio,Mantequilla (Kilos),Ñuble,2015,0
Julio,Mantequilla (Kilos),Ñuble,2015,0
Agosto,Mantequilla (Kilos),Ñuble,2015,0
Septiembre,Mantequilla (Kilos),Ñuble,2015,0
Octubre,Mantequilla (Kilos),Ñuble,2015,0
Noviembre,Mantequilla (Kilos),Ñuble,2015,0
Diciembre,Mantequilla (Kilos),Ñuble,2015,0
Enero,Mantequilla (Kilos),Biobío,2015,20205
Febrero,Mantequilla (Kilos),Biobío,2015,61086
Marzo,Mantequilla (Kilos),Biobío,2015,66836
Abril,Mantequilla (Kilos),Biobío,2015,50238
Mayo,Mantequilla (Kilos),Biobío,2015,61158
Junio,Mantequilla (Kilos),Biobío,2015,30822
Julio,Mantequilla (Kilos),Biobío,2015,55613
Agosto,Mantequilla (Kilos),Biobío,2015,66483
Septiembre,Mantequilla (Kilos),Biobío,2015,42731
Octubre,Mantequilla (Kilos),Biobío,2015,59131
Noviembre,Mantequilla (Kilos),Biobío,2015,89324
Diciembre,Mantequilla (Kilos),Biobío,2015,56010
Enero,Mantequilla (Kilos),La Araucanía,2015,99198
Febrero,Mantequilla (Kilos),La Araucanía,2015,150165
Marzo,Mantequilla (Kilos),La Araucanía,2015,173803
Abril,Mantequilla (Kilos),La Araucanía,2015,205550
Mayo,Mantequilla (Kilos),La Araucanía,2015,181113
Junio,Mantequilla (Kilos),La Araucanía,2015,159820
Julio,Mantequilla (Kilos),La Araucanía,2015,187639
Agosto,Mantequilla (Kilos),La Araucanía,2015,122065
Septiembre,Mantequilla (Kilos),La Araucanía,2015,197460
Octubre,Mantequilla (Kilos),La Araucanía,2015,191511
Noviembre,Mantequilla (Kilos),La Araucanía,2015,103860
Diciembre,Mantequilla (Kilos),La Araucanía,2015,84605
Enero,Mantequilla (Kilos),Los Ríos,2015,631966
Febrero,Mantequilla (Kilos),Los Ríos,2015,554532
Marzo,Mantequilla (Kilos),Los Ríos,2015,674462
Abril,Mantequilla (Kilos),Los Ríos,2015,680569
Mayo,Mantequilla (Kilos),Los Ríos,2015,635282
